5.000000000000000e-01	3.125000000000000e-01	1.875000000000000e-01	
3.333333333333333e-01	3.958333333333333e-01	1.041666666666667e-01	
2.500000000000000e-01	4.273611111111111e-01	7.263888888888892e-02	
2.000000000000000e-01	4.440547052154196e-01	5.594529478458043e-02	
1.666666666666667e-01	4.544397203325775e-01	4.556027966742254e-02	
1.428571428571428e-01	4.615428181526667e-01	3.845718184733332e-02	
1.250000000000000e-01	4.667152947707809e-01	3.328470522921906e-02	
1.111111111111111e-01	4.706536649504619e-01	2.934633504953810e-02	
1.000000000000000e-01	4.737542964398955e-01	2.624570356010447e-02	
9.090909090909091e-02	4.762597311203998e-01	2.374026887960018e-02	
8.333333333333333e-02	4.783268720222769e-01	2.167312797772314e-02	
7.692307692307693e-02	4.800617933651249e-01	1.993820663487511e-02	
7.142857142857142e-02	4.815388205808700e-01	1.846117941913000e-02	
6.666666666666667e-02	4.828116027177667e-01	1.718839728223331e-02	
6.250000000000000e-02	4.839198465057685e-01	1.608015349423153e-02	
5.882352941176471e-02	4.848935759805219e-01	1.510642401947809e-02	
5.555555555555555e-02	4.857559184112062e-01	1.424408158879381e-02	
5.263157894736842e-02	4.865249795585685e-01	1.347502044143145e-02	
5.000000000000000e-02	4.872151379597672e-01	1.278486204023277e-02	
4.761904761904762e-02	4.878379581150111e-01	1.216204188498887e-02	
4.545454545454546e-02	4.884028474818671e-01	1.159715251813287e-02	
4.347826086956522e-02	4.889175374535928e-01	1.108246254640716e-02	
4.166666666666666e-02	4.893884410283798e-01	1.061155897162019e-02	
4.000000000000000e-02	4.898209225666266e-01	1.017907743337337e-02	
3.846153846153846e-02	4.902195038706629e-01	9.780496129337068e-03	
3.703703703703703e-02	4.905880234709744e-01	9.411976529025645e-03	
3.571428571428571e-02	4.909297610704282e-01	9.070238929571817e-03	
3.448275862068965e-02	4.912475357303011e-01	8.752464269698945e-03	
3.333333333333333e-02	4.915437840459980e-01	8.456215954001978e-03	
3.225806451612903e-02	4.918206229163594e-01	8.179377083640582e-03	
3.125000000000000e-02	4.920799003378606e-01	7.920099662139413e-03	
3.030303030303030e-02	4.923232368081479e-01	7.676763191852065e-03	
2.941176470588235e-02	4.925520593047156e-01	7.447940695284427e-03	
2.857142857142857e-02	4.927676293476869e-01	7.232370652313080e-03	
2.777777777777778e-02	4.929710663149424e-01	7.028933685057637e-03	
2.702702702702703e-02	4.931633669213210e-01	6.836633078679044e-03	
2.631578947368421e-02	4.933454215787947e-01	6.654578421205315e-03	
2.564102564102564e-02	4.935180282053265e-01	6.481971794673469e-03	
2.500000000000000e-02	4.936819039349856e-01	6.318096065014434e-03	
2.439024390243903e-02	4.938376950923779e-01	6.162304907622096e-03	
2.380952380952381e-02	4.939859857243923e-01	6.014014275607660e-03	
2.325581395348837e-02	4.941273049270410e-01	5.872695072958956e-03	
2.272727272727273e-02	4.942621331614117e-01	5.737866838588346e-03	
2.222222222222222e-02	4.943909077178304e-01	5.609092282169603e-03	
2.173913043478261e-02	4.945140274593465e-01	5.485972540653528e-03	
2.127659574468085e-02	4.946318569530740e-01	5.368143046925955e-03	
2.083333333333333e-02	4.947447300796284e-01	5.255269920371619e-03	
2.040816326530612e-02	4.948529531960174e-01	5.147046803982647e-03	
2.000000000000000e-02	4.949568079151422e-01	5.043192084857762e-03	
1.960784313725490e-02	4.950565535550707e-01	4.943446444929334e-03	
1.923076923076923e-02	4.951524293029697e-01	4.847570697030290e-03	
1.886792452830189e-02	4.952446561317547e-01	4.755343868245332e-03	
1.851851851851852e-02	4.953334385018071e-01	4.666561498192889e-03	
1.818181818181818e-02	4.954189658753750e-01	4.581034124624961e-03	
1.785714285714286e-02	4.955014140672793e-01	4.498585932720678e-03	
1.754385964912281e-02	4.955809464522037e-01	4.419053547796259e-03	
1.724137931034483e-02	4.956577150460378e-01	4.342284953962161e-03	
1.694915254237288e-02	4.957318614763311e-01	4.268138523668918e-03	
